"alpha","eta","E0","cs"
0.664024701009949,8.66669836544626,17.1172731136154,1.92168645040538
0.690705783553813,6.62816748665016,28.8651170228674,0.0628318125579433
0.890295745113021,1.99227816941566,56.1899428044754,1.22514625936679
0.741884367171528,5.88937941912321,18.1604484082269,17.1053444382106
0.701500026932987,5.39962044637697,16.058940751235,6.23631813381733
0.696094968558898,5.42018328983866,9.52474655097614,20.4091555219604
0.681625395473606,1.88922552071372,27.4102699102703,27.3934855377915
0.664012161600195,1.57867451500056,70.5290414109024,20.6274465353378
0.526819319598137,0.623039320915424,18.6407367366819,0.683376830355659
0.546781143461698,1.07669916134127,93.5564198960218,11.7671534701729
0.648601948039017,8.60616957290892,14.3689343981547,17.671232091337
0.551004243139628,3.84308558606895,67.6595017494346,0.246061283299881
0.473793711838842,8.12485731375381,27.1318335331098,9.21934963770013
0.861471478837369,4.89102330541158,2.83821774676013,17.796656209475
0.684249267184994,19.1435611135881,71.4378043181782,37.3203775359205
0.457904260684795,6.28701318530589,66.3785334988648,20.8109438863986
0.615880896644752,8.30622338668549,41.976279082072,5.15000303780557
0.506342891520462,7.27123320322679,23.2108338465319,9.62900830246037
0.694254782553356,7.97702532840347,12.1940797186463,15.983212128087
0.752571931199021,3.38469751340692,25.1473227675325,29.3341102666664
0.488298454803395,3.94079924036808,94.5096239178133,5.11350769935612
0.734160616494989,9.06940050943054,96.8072194716236,2.99185110963339
0.716780143180549,9.57663904348888,82.8556954175929,10.4475146831332
0.759039503598209,14.1949380195563,28.9168654513337,5.68299613162065
0.672689489136503,5.27155853914483,87.181991378874,27.0374118986123
0.636664276863347,9.87494053891396,6.61905052165872,22.565142378303
0.734728158009486,4.19979655122118,23.2637743048551,23.7162166567234
0.533626468646203,3.81982507089912,81.167814693684,32.0396480464719
0.770476661270676,4.13517376077198,59.7094494295946,18.7221238157308
0.688189439646052,1.67337190991202,51.213230007618,13.2162671588922
