"psi","eta","xi","E0","w0","cs"
1.69746994910029,1.00074799620354,0.803540597871157,68.5773893684292,1.5637590874326,15.2186478575336
0.0922830545113141,2.75624139126104,3.27617307712316,41.6819967545072,2.41634544606719,5.65668694825764
2.21852749678594,0.72757393504925,6.110872588745,73.6069540736218,1.02460028388449,15.6658213775557
1.13596568836539,1.1376588312942,7.37564742681655,65.3555648521841,0.694981367926583,15.9998805758003
1.78626238512689,0.150829115107252,0.652144215518203,81.3824310938821,1.35114615365606,22.6551820890639
0.87553381107437,0.0468526167872161,16.8464539296482,16.7766130251897,1.66154528670587,6.51266155188017
1.41962316770341,1.65729025885069,8.0920506118919,20.8393897156924,2.14284780276995,11.3231788925463
0.45565972711369,1.58717090733889,4.47463970005845,48.9722321505935,1.51700155669527,23.4480100795449
1.5600368996787,1.93023850888248,1.64571075917862,56.5497618321868,1.73590595109288,28.5368600510141
0.517000678104677,1.96900340164881,2.26532898633617,6.25666968850675,1.15629722509533,1.21904715934183
1.88820851353396,1.7565924917806,5.72677135977545,85.7215201732014,2.29549076911846,1.47479788212697
0.851279635844617,0.310260799008313,5.61647464807372,14.7837662509006,2.21546187465324,6.48830757008379
0.159694518143137,1.40311173351226,7.32803930439387,60.6261154349412,1.68205123966104,6.40256002208338
1.04012481195164,0.537369482815989,1.17018944101333,70.1594419049922,0.651228523610542,1.14251207472312
2.127657608791,2.40534644875672,3.75851006679663,89.5451182397413,1.97438934472283,0.486301531604447
1.06599806232055,0.408167793114236,7.77740186486231,78.5367914220788,1.84409945645091,7.81089305771198
1.39438399029523,0.330789794917398,6.70362659457633,59.2995850122109,2.37549729801142,17.0005955151294
0.915999862917717,0.119467178801095,11.4513091571109,35.9188097990671,0.760838225750312,11.0541972116163
1.04042852401575,1.70073434240835,0.184024044863945,73.7149391964281,1.52910789606623,5.54169860362604
1.66562472910135,1.52113974646421,6.19136289250637,3.54492492011923,1.97649163423317,6.78637860013248
2.19345627593845,0.871233819629603,2.90448814067485,53.2353449938634,0.0603951979845641,0.48487410798013
0.894619729264212,0.703458508517542,15.2385500139642,41.5544089680387,2.48444419300728,4.32165196788427
2.04859205146809,1.59295878650257,1.58095937089205,45.3920534718043,2.28990419882095,6.06719517717274
1.05553098927962,1.90371621916933,1.07609570498952,76.2874806560224,0.713748748050571,23.2857903266348
1.05406856029548,0.124208895862393,6.57778288261396,42.7520418805541,2.55922686809333,18.8684558410347
0.333481547060826,1.0759578700304,1.66583222509293,9.09131675463304,1.38624163536435,6.46841485535244
0.858418871367445,1.64628586711173,8.67195884824362,39.6797883011942,1.70199239072669,15.0479263539449
1.20404085940069,1.57644413576116,16.0142988861379,33.0513477060428,1.06125329387958,29.1245657461923
0.731718268635568,0.884314869992523,3.55292873323484,51.366374937774,2.24975314204578,37.1075328112215
0.797530693337304,0.0462922379005115,11.321859821852,37.5696886942647,0.815402404852583,4.4695021919712
