"eps","psi","eta","xi","E0","w0","cs"
0.388018984501211,0.871284681872315,4.81751282356039,12.1062413828252,4.16473233744206,0.460486347961678,11.3987253551109
3.44654880254391,0.793568575521904,4.61729046463427,2.34239324379668,48.0989268627739,0.73625423406132,3.5816070154296
0.51526299349796,0.436136139092932,1.01410346083676,6.4359400635727,51.2720891478667,0.471724056715001,25.31588995586
1.48615928840292,2.12184274616189,1.38892780743894,2.02903647119357,54.7207673028246,0.967184615649846,10.0742195789207
2.02211319045485,0.48954444522446,2.70865688731679,0.245757997228962,75.3387934876811,0.161815806237353,1.04220927400986
0.307569465526061,0.727766584683855,3.99403331021994,14.9789411869402,63.60817465444,0.078804245147254,21.0775570601922
4.07817386427446,2.31324596242653,1.73040531162733,1.5578810035081,8.44342244586695,0.489727782331298,2.08869763597094
2.17140511627059,1.78543089995409,3.71995714270121,3.66530369806119,81.3940766087884,0.0340138517912645,25.9650150680222
0.714087933239433,0.523821208629426,3.55664032927626,11.4449651154831,19.0526545745933,0.294027349311554,3.66126308725813
1.38474617588483,0.280329215119803,0.44631485883182,14.5001808037307,1.90938605123129,0.768104593555383,2.92836773074749
0.802089974301071,0.828996501980592,0.518618980866215,0.60441657517775,31.0226300558887,0.362985674050126,6.71155710173229
0.302651603358199,0.917044367926767,3.35031502517623,1.80052134629444,65.763753323769,0.165588215171623,4.32331804483618
1.21676892351906,1.25609751136787,0.185901485748473,17.2096218442101,30.7868223049937,0.366611942164576,11.1837272496035
0.685884823549204,0.0722795775364999,0.426784396335015,5.9654503855465,42.5707333234197,0.395917077549608,25.0100454733455
1.49495642540171,1.02586719600403,0.420966104183175,3.37670181799053,52.5717126234673,0.248581599738082,22.4140138236498
2.50639539941103,1.17143397403146,1.52504980665222,10.2644486048138,1.32972124761358,0.429841571187496,29.4107791266306
0.142660361038291,1.01483853820567,1.02574168228992,10.0235268889171,18.2519086526696,1.03358794717529,5.71496717435973
0.773190646917593,0.660562688162649,2.75047738272166,5.55564011109207,2.44596518519347,0.833664979912556,14.6888505067053
2.17184630897137,0.414263773672847,1.25742952231441,6.28520271347216,73.3687141457096,0.177413226910257,10.819475025796
0.542050161326685,1.06233225395009,2.83477589020974,3.07440228158709,9.08228537212814,0.867737122606482,30.0716148987334
1.56097677773848,0.686323666242441,0.0957215456634877,3.92676763546079,15.5182265386689,0.675241225043334,1.07757069206067
2.71007901763627,0.557110702830696,2.12327703110818,10.3344893425154,91.5216011315482,0.329560993911707,8.09428626628856
0.136913463872414,1.08397988044433,1.52116160063919,3.46958179028294,49.4868823623702,0.255094683067859,0.338260308992732
0.735845027800025,0.36613031939618,0.720980309323799,15.3351378181911,51.8415472777445,0.269775095776531,17.5584923274625
0.0452180674477976,0.869291489842943,0.73509041713489,1.07182395564684,15.7918900962415,0.41741348295835,21.2317063012372
2.42955830827379,0.746997081317218,1.52813530028347,1.28814824430662,31.7441858229425,1.22324937442056,31.2253256580186
1.52890218448899,0.232537068275365,0.200632634206795,8.67689313247502,10.5746633841302,0.15041135301732,17.1427747049951
1.32993741657264,0.647022492583313,3.50575437172719,7.44231283239713,8.54678111354954,0.542236392530387,8.04609132074819
3.64368082191071,1.22361000076719,0.28151710605257,4.48298708810958,6.9845664094775,0.481283891317526,7.65914533419387
2.43048278116333,1.35951388679472,1.65161805403981,9.00740112763853,99.57847309218,1.51404987520502,11.035157364457
