"eta","C","cs"
4.30631701688651,62.6898061548053,305.564613991828
13.0811417284504,35.5497718962058,383.925255992781
11.5055204833676,46.7015116728064,186.369000189887
17.3125606063072,32.9787315763386,295.448178481912
3.03645680102919,59.287619458669,180.215995283313
5.44869175062022,15.8426355915033,201.122556023899
3.27396608516212,13.8179568893207,23.4007120736975
6.0923128333906,39.1513606934998,306.581317811342
2.12642357524361,44.3062355314534,140.303122234686
0.784085870566579,39.4320387125861,151.789545679803
14.4912203099411,9.61146223174361,109.549403419567
19.6920355628809,47.2300402585991,226.097233258673
16.4299877331219,22.2739193333509,345.352849014818
14.6206996570451,42.5434704690027,47.4221887432328
23.0123197560791,29.9718163729361,161.594311143929
0.397315093598712,34.2862594612091,98.7948534697942
4.40817808943004,44.2779143230293,8.89188437698685
3.97466064116733,33.4986432163423,131.808325406493
29.8366406452534,24.5390336607332,110.223460988497
25.3295110137948,38.4001121219343,193.697407299344
14.7651640612857,3.66060672351266,307.07793045603
17.160268935385,19.6244905294584,423.87091406414
6.94828397143639,56.4132946234491,81.0237203418342
14.1701222277434,8.23743556562951,308.775945411289
7.3188686672125,26.558696348419,84.0467952442531
22.5172284476655,3.7412985956378,44.5898353324099
9.80257746049889,48.5928704292243,134.50109000556
12.046153537445,28.6325331538048,80.3061334173006
5.1947078716568,13.4724868738515,147.190420683233
11.9028482452222,17.7993966726487,74.9632366070639
