"eta","C","cs"
2.35110362263298,67.2779174954325,180.432632587726
3.2947408393878,11.043841321114,141.542749673808
2.97903765299289,3.54588907106337,16.2968556739277
4.85683816075747,14.2473223374597,31.93111818174
13.9425309562681,81.7614149270085,11.6073963876024
4.83527509979406,27.6464259212314,126.202737980011
22.7978471882006,7.90028864029444,130.542269338531
31.7975434616276,52.5640636477065,93.8389685429571
9.835722151498,15.5452000121648,348.879430869448
8.7039521305996,85.0969012269914,286.333553571384
20.6630403235265,18.8613216349528,63.2850922125909
12.5948949524338,24.5744034773043,41.1287191697043
9.27094613204331,29.1008435610059,119.27632145741
13.0674486694883,18.458045651973,71.0268749801572
5.83025322330392,35.0830559740788,14.6430482424043
3.38104684521984,30.7546419529241,59.5211045968179
12.1387785689799,5.16499193169789,229.764612944167
15.4778802716262,18.3063618371892,192.831868482572
3.64655150849614,16.4475723233642,18.3188837393339
6.50669545965888,15.6271230828494,256.595925478083
5.09739501870176,7.90332816320924,240.42908647228
14.2410904941217,8.29622519310059,181.533618182469
14.0584543333421,56.8439975428157,194.323834003767
11.2086466378031,24.2255797969998,40.1088722134873
19.8417989069998,20.4119224391378,76.6269124228145
0.383888068785169,20.1261818289035,37.3280067084736
4.1571658126102,23.9045795611818,134.375632633037
6.42521536761042,22.9253043023211,271.093854088303
12.1697740742693,0.413217293758231,164.876180727489
16.8780506318129,17.6400162397473,316.279283044127
