"eps","psi","eta","xi","E0","w0","cs"
0.847640723435059,1.1865734388266,1.3681798793157,0.93565558737235,7.22938354694754,0.282751725959016,19.9150529970818
1.1903094718955,0.322059847172264,3.17167293196846,1.38248583026366,5.96557034632733,0.369638931346097,12.0175931488675
2.68794325176315,1.15490243930004,0.0675742362190637,14.4077691443745,66.7389661308037,0.0330390272041556,50.7670280073802
1.83012432031466,0.766717899143315,1.31883582415668,2.11252030816655,27.9494437507597,0.404953522868643,5.51423023808079
1.24289230174027,1.79499812784853,1.781279904365,5.18331199296301,59.4455958238836,0.0473515276774082,9.07992839536176
3.24629603107297,0.893310655615497,1.12000320529519,6.55301541625943,69.5665450902025,0.361994312683113,11.7991103278657
0.478787162183073,2.1320948303713,1.77917477403529,9.06615037158942,44.6710484711641,0.299159331087607,17.1217762713165
1.84463656210343,0.834945710143963,4.25456160197223,17.1276334063977,68.7113653042758,0.752480815249589,8.55971920879395
1.0683544369223,0.273418809005811,1.73177879557793,17.358837829927,11.1608654113719,0.3546174171908,17.8843568757273
2.08217256711679,0.931496543231143,0.321790255542772,3.49224711084191,28.5815613640794,1.62654109979339,25.3403461505759
3.49459633644379,0.572464701749925,2.95498859444783,11.1397070000802,58.6363474279239,1.39176957646505,9.64195451829204
0.138360754601448,1.49791500784259,1.73046678719399,21.5804376131467,7.3800385035308,0.503831619482602,13.1357863958373
1.54434551551091,1.2487203780628,1.28700018964577,17.4758567029892,35.9622786428027,0.327377019140139,17.0607217559748
1.12543590338243,1.1409058286208,0.0912856946558462,5.95002974894778,23.4278490568513,0.784585377801106,7.39324241718861
0.543524948286599,0.325089196219892,2.26537838652053,21.3852954341039,10.2135219173999,1.25483506005107,12.0225297556916
0.641325896948753,0.673416384586462,3.13446924074373,7.53480107661075,96.83932601289,0.829519916978101,36.5153807304483
0.615137238317828,1.14196271188341,1.69656664111604,6.92995926806694,37.2531385202138,0.329856500942825,3.06748059839536
0.0277545316263445,2.39181469724293,1.292578743649,15.4921593019617,64.0729475104439,0.774294059896171,2.75740175542612
1.30641876257473,1.27257745117752,1.19408754655594,14.3492155684705,77.5752130451453,0.69386980490424,11.7114317916217
0.09455814200758,0.778480405577952,3.08207054471734,9.22821642157428,27.3890035073562,0.255344262638928,14.0691551748345
0.335726158605388,1.21040895559239,2.30776144264577,3.68479711437361,26.526610995561,0.135585478962956,8.23619211531078
0.293166243199158,1.87361158863273,2.45596976696871,10.1192147478188,45.2122402661361,0.365351996556356,6.2820537108836
1.21642376291699,0.889400533304407,2.56597303372232,10.6784809645086,22.6684800032274,1.50603704744051,6.70050610496747
1.92650470401977,1.91583852294981,5.12732902433416,3.92504057866648,56.973847239517,0.638079161859393,1.01450563970753
0.692011896816902,1.66727936314766,1.70138274557802,2.74183477853546,71.4794415073233,1.21784198201143,5.06864994719483
1.91137415055932,0.0384028253371405,0.792829516602203,2.20701826031285,19.0091127656876,0.907000671425319,7.36944937528062
2.60059080852341,1.04715747976482,5.72719862431818,9.23081077780172,50.9241854973105,1.01169677749071,2.89943460744018
0.229042684783859,1.06527017701259,1.72144468725127,11.4612894572937,49.809157343961,0.139454653718331,8.73392688127211
0.291120991846285,0.28173768308011,2.64310312931911,0.870233656893463,29.5017889369486,1.38827971784085,6.10549919841824
1.07377926521833,0.293803039331635,3.65039666084804,8.6012223178853,37.2012239004963,0.493594672980594,2.52575998546423
