"eta","C","cs"
15.6677432824358,54.5455334543706,48.2541916843856
23.109125445692,14.8033239568673,128.772570148025
19.0720985640118,41.8495914661828,84.9162564906274
9.16137972719475,18.2207992996232,68.6151993140994
16.9744708471151,1.04766326260725,224.580212545815
13.4585922310449,21.2231052509041,147.721169005636
14.0525253310792,11.3010854201284,159.894583843582
9.79672026404205,44.4273061853464,7.74661250410316
8.21715276904703,0.218659293325801,181.214932862167
11.5564453546198,32.6942943965433,84.6309014033517
7.44811582758827,45.6644757204153,319.5439980553
12.4675838128399,46.3603420304365,387.151865517564
37.6621142053612,28.376192228556,132.199458577297
7.41062113144181,16.3167563296901,295.561917283999
1.10135692781987,3.25653854044446,178.715293749313
2.95758606696905,60.9018249350392,21.0926742123889
0.424731701237871,3.76037291691314,116.815470580844
2.51159844410265,22.985953910514,29.2093787260555
11.2329891308961,25.814685217486,184.084006359637
28.6240451136393,4.7703702351398,192.435201345326
17.1354610679275,18.4590076710015,159.926395846056
19.2644522753131,26.054608291269,126.783165689352
11.4169408775173,6.06423416831657,65.2425280157373
14.2538117158357,55.772422581922,14.1854183968508
24.2149164118612,64.9475544226114,71.0161403616097
6.62701444894712,10.5167955914578,264.157973658234
8.38712569616188,8.40078837508004,74.1502472300573
18.0303295189189,7.91262228383338,235.980809740939
9.46461969500459,31.8426843741053,10.2306856974816
8.59595957724133,41.0312909821476,68.7522911752451
