"alpha","eta","E0","cs"
0.47917510536348,12.2107005549873,7.21594849503931,15.7908294849947
0.652150977185341,8.28471637183393,97.9406319186657,33.1991019103513
0.763081341756613,2.76080281606646,5.60857269048488,9.33522724525424
0.822032585849631,10.3920240193611,17.8965845699866,0.90525342262971
0.484717404565043,6.92400629951361,79.2040548933859,2.0049492530777
0.336081982988408,5.85148022195228,32.1726004862689,13.0967452059726
0.752743769508163,6.67457504859799,7.83580354096241,13.0119920125383
0.48023341770399,7.21385739347924,34.0313660808751,9.57846889191184
0.618437954961349,1.71662576221448,39.517932409128,4.54186746862809
0.568563457556294,2.39232168493517,26.1278475971253,13.8843142446499
0.550076858945903,2.36650326939634,84.2519361299481,17.6832631320164
0.844957833147271,2.79907886754372,54.1692874626806,4.28421998681931
0.726859522738633,10.1844947717421,96.1420323342839,8.04680350544227
0.725625815345438,1.62365627788697,28.6939125027698,2.84082107387332
0.726754058886579,1.36165784153895,37.9531071011791,1.70538231408145
0.643507045883908,1.66098942766565,14.307563446996,1.88921754384044
0.499108327213684,14.0350735425782,70.6606348302983,25.930119035967
0.664381660642255,6.00771629319184,0.631754767391172,31.134188080369
0.69369387586524,8.71396379232286,78.8933787135023,11.1539726393671
0.512143855262537,1.49611154940697,57.100261381395,3.52225036826208
0.903248217557768,7.59831171331348,21.7539330707522,0.300078921917916
0.665705268699726,18.8885223231164,46.9620584714571,7.52338494500105
0.606098038908716,12.0545522241542,43.0963708828481,2.09500764596598
0.777009688436414,2.09629218303624,83.1142309430078,8.55592556428279
0.561403660577455,5.58020862342313,49.8691904413686,34.4883265821973
0.778829260143153,5.20789749391997,16.2436879214269,4.00256925557719
0.743616069855497,6.66864081644034,83.2916052768823,12.7562281285122
0.518464603922847,5.41523499333074,77.8529616446715,13.1023492624516
0.774784481444651,6.30321904028949,89.375254177744,2.10049366553763
0.973159102632796,3.23453378959147,16.0660249618451,15.4096832836985
