"alpha","eta","E0","cs"
0.791367989425859,5.83322163170849,24.0431454057094,8.25081801116125
0.791227521970031,1.29034685978441,17.1230076100749,1.74907499510499
0.620745765535897,11.03924096086,12.5834876960027,8.54168580750133
0.576882020794294,3.47158961245573,59.9323144949723,4.23574014615096
0.902871891302275,4.79890508816358,49.7906647791849,6.81355158319256
0.824557136665166,2.79145475363834,29.7294702278619,8.32772814242787
0.676003643478976,0.199889448316215,46.6699577990571,8.38078716599649
0.502854498280302,0.683428804031326,5.61021686613832,9.15545223332959
0.715831628916693,11.9313370740644,32.3928916293188,9.20636604999231
0.858678789798093,4.36876458562074,65.8675392819232,1.62301712807454
0.909761434601803,7.17702083016272,28.2224052244192,6.78048374421897
0.924947761735399,3.15210536939696,35.6652807959016,7.98363174304323
0.756951784111878,7.48698900304914,35.5921790016425,8.62221202516537
0.849814821342233,1.78975442249642,59.38309515933,7.32529919895431
0.556173389936465,1.43945122178914,41.9551602205692,7.77943648806189
0.787305641578522,5.34212555674562,55.5214502398196,6.5036525451686
0.645920034456555,10.310594177853,36.1046083406116,4.32180785308435
0.419851017948119,4.62205131728064,46.2335415555378,5.25225960220444
0.625693718699467,1.75247992258475,49.7924135731876,4.576751928092
0.585317636608336,0.0301180290827185,11.0906255464406,8.13553756131827
0.912719188925409,6.18147764436028,35.1875914193496,5.38195316284778
0.801103814108181,22.4211136159183,35.7746490835725,4.54953389663813
0.612319437643917,4.97035453204154,41.5279352823034,7.13230225356549
0.788556220733362,14.9579813218787,30.1563384147456,9.0551002108718
0.588207896434992,4.35282217341997,59.1879480274236,2.74722230585028
0.777734924036521,12.2334488876474,25.2650621845192,8.31802871409105
0.771492720629775,6.18446565877776,34.4881679528014,6.93909439346077
0.517433708918686,5.62559022346923,38.4730346568141,8.91616238215526
0.551536541163759,1.78002349530042,8.95824580012983,6.72818495794034
0.704855293082598,8.36682718761861,36.3110643675433,7.51522371548716
