"alpha","gam","eta","E0","cs"
0.779846607796419,0.344454071939361,18.9936847571863,50.6397155096329,13.8244310632063
0.762362660275714,0.44863127070897,12.6674483871167,58.2828618382527,5.80040445264124
0.654440660178185,0.296582115741313,10.8064206487019,64.2470043427011,11.8627491754297
0.708963441922995,0.162274691636293,2.73619614050226,5.7288467875794,7.42179616040544
0.894905040474076,0.0290767414742232,1.09403489660172,57.4760417816354,10.6406180100033
0.700778829852024,0.0488817926806843,3.07638633694443,16.2782143198981,8.28198740426461
0.826016644490906,0.317987899484503,3.68271305877939,8.96814763235496,8.30424216213963
0.940712606439099,0.156651693385403,10.7976012322184,76.4300767266742,7.59097315038091
0.794657783812239,0.101258562501369,2.85615809390781,58.3980569940295,5.45448264183489
0.749026560047774,0.173147782828761,9.60003340393783,24.1902302804886,33.3423834577402
0.749112051735382,0.143890367519257,6.39418492605867,70.419968844221,15.2909681240342
0.829997095565049,0.299970488168701,5.64680208215746,58.4662481361656,6.10348437654976
0.691038484741475,0.260817674172897,12.7841258529507,51.3361669610306,26.5129331412388
0.848025852040534,0.222926703666603,8.09360897948264,93.897998376834,9.6391213320071
0.770365166978687,0.171543054236839,8.44663150117869,15.461866753982,33.6267277514078
0.829790041381653,0.186403452881621,2.9078289519778,44.8429407023314,17.4209537904301
0.832258517618899,0.629895075643435,6.08514482507908,3.48685725478584,34.4076962845523
0.916046151271096,0.0642791848688933,6.4343820549366,41.3551305076632,8.98439003235207
0.958953080587964,0.00359918842702699,8.79167891519955,79.3435947228737,17.7723832520718
0.740714015074705,0.18861766167632,11.0068384095555,90.9474972902174,23.6526799356764
0.694842076223354,0.0628210795735581,12.6755872916699,4.88373057586977,6.29717901875592
0.861878075487131,0.595169643107336,9.72705252451981,30.3514534880697,1.19015723774538
0.921547663704596,0.117936492136393,6.3612188364372,20.7222346355355,4.42216293114611
0.873522835197644,0.241060118826924,4.11685733699268,47.8943928130702,5.76196552644655
0.819991134523822,0.0736924591895531,11.3033689463598,77.1802285441979,5.66794038113407
0.916873186620283,0.743616986894812,1.6532350799831,60.6697982547638,7.9714871042365
0.845246469148283,0.143859521936819,14.7401276898503,58.00933084531,12.7502976810092
0.946984142488649,0.0913703937632288,1.9198917050372,39.5911657080512,31.4128188925255
0.757566122436243,0.163411141455317,5.25472723264338,84.537813506687,4.87570313773809
0.74765363431027,0.0164017564635199,1.23573713907617,95.8426118503506,9.02290452573575
